Codes:,Corporate general partners,Corporate limited partners,Individual general partners,Individual limited partners,Partnership general partners,Partnership limited partners,Tax-exempt organization general partners,Tax-exempt organization limited partners,Nominee and other general partners,Nominee and other limited partners
333618,31770590.8336,47082331.6274,410217.940121,6227066.13135,2269785.43938,14294294.1094,-3044.49255785,-71037.0863701,313054.71682,11593857.2741
3339,127082363.334,188329326.51,1640871.76048,24908264.5254,9079141.75751,57177176.4374,-12177.9702314,-284148.34548,1252218.86728,46375429.0964
33391,42360787.7781,62776442.1699,546957.253495,8302754.84179,3026380.58584,19059058.8125,-4059.32341047,-94716.1151602,417406.289093,15458476.3655
333911,14120262.5927,20925480.7233,182319.084498,2767584.94726,1008793.52861,6353019.60416,-1353.10780349,-31572.0383867,139135.429698,5152825.45515
333912,14120262.5927,20925480.7233,182319.084498,2767584.94726,1008793.52861,6353019.60416,-1353.10780349,-31572.0383867,139135.429698,5152825.45515
333913,14120262.5927,20925480.7233,182319.084498,2767584.94726,1008793.52861,6353019.60416,-1353.10780349,-31572.0383867,139135.429698,5152825.45515
33392,42360787.7781,62776442.1699,546957.253495,8302754.84179,3026380.58584,19059058.8125,-4059.32341047,-94716.1151602,417406.289093,15458476.3655
333921,10590196.9445,15694110.5425,136739.313374,2075688.71045,756595.146459,4764764.70312,-1014.83085262,-23679.02879,104351.572273,3864619.09136
333922,10590196.9445,15694110.5425,136739.313374,2075688.71045,756595.146459,4764764.70312,-1014.83085262,-23679.02879,104351.572273,3864619.09136
333923,10590196.9445,15694110.5425,136739.313374,2075688.71045,756595.146459,4764764.70312,-1014.83085262,-23679.02879,104351.572273,3864619.09136
333924,10590196.9445,15694110.5425,136739.313374,2075688.71045,756595.146459,4764764.70312,-1014.83085262,-23679.02879,104351.572273,3864619.09136
33399,42360787.7781,62776442.1699,546957.253495,8302754.84179,3026380.58584,19059058.8125,-4059.32341047,-94716.1151602,417406.289093,15458476.3655
333991,5295098.47227,7847055.27123,68369.6566868,1037844.35522,378297.573229,2382382.35156,-507.415426309,-11839.514395,52175.7861366,1932309.54568
333992,5295098.47227,7847055.27123,68369.6566868,1037844.35522,378297.573229,2382382.35156,-507.415426309,-11839.514395,52175.7861366,1932309.54568
333993,5295098.47227,7847055.27123,68369.6566868,1037844.35522,378297.573229,2382382.35156,-507.415426309,-11839.514395,52175.7861366,1932309.54568
333994,5295098.47227,7847055.27123,68369.6566868,1037844.35522,378297.573229,2382382.35156,-507.415426309,-11839.514395,52175.7861366,1932309.54568
333995,5295098.47227,7847055.27123,68369.6566868,1037844.35522,378297.573229,2382382.35156,-507.415426309,-11839.514395,52175.7861366,1932309.54568
333996,5295098.47227,7847055.27123,68369.6566868,1037844.35522,378297.573229,2382382.35156,-507.415426309,-11839.514395,52175.7861366,1932309.54568
333997,5295098.47227,7847055.27123,68369.6566868,1037844.35522,378297.573229,2382382.35156,-507.415426309,-11839.514395,52175.7861366,1932309.54568
333999,5295098.47227,7847055.27123,68369.6566868,1037844.35522,378297.573229,2382382.35156,-507.415426309,-11839.514395,52175.7861366,1932309.54568
334,857102830.823,1270180964.87,11066805.763,167992973.025,61233973.7602,385629590.898,-82133.9207514,-1916429.19517,8445549.07379,312777560.286
3341,142850471.804,211696827.479,1844467.62717,27998828.8375,10205662.2934,64271598.483,-13688.9867919,-319404.865861,1407591.5123,52129593.381
33411,142850471.804,211696827.479,1844467.62717,27998828.8375,10205662.2934,64271598.483,-13688.9867919,-319404.865861,1407591.5123,52129593.381
334111,47616823.9346,70565609.1595,614822.54239,9332942.94583,3401887.43112,21423866.161,-4562.9955973,-106468.28862,469197.170766,17376531.127
334112,47616823.9346,70565609.1595,614822.54239,9332942.94583,3401887.43112,21423866.161,-4562.9955973,-106468.28862,469197.170766,17376531.127
334118,47616823.9346,70565609.1595,614822.54239,9332942.94583,3401887.43112,21423866.161,-4562.9955973,-106468.28862,469197.170766,17376531.127
3342,142850471.804,211696827.479,1844467.62717,27998828.8375,10205662.2934,64271598.483,-13688.9867919,-319404.865861,1407591.5123,52129593.381
33421,47616823.9346,70565609.1595,614822.54239,9332942.94583,3401887.43112,21423866.161,-4562.9955973,-106468.28862,469197.170766,17376531.127
334210,47616823.9346,70565609.1595,614822.54239,9332942.94583,3401887.43112,21423866.161,-4562.9955973,-106468.28862,469197.170766,17376531.127
33422,47616823.9346,70565609.1595,614822.54239,9332942.94583,3401887.43112,21423866.161,-4562.9955973,-106468.28862,469197.170766,17376531.127
334220,47616823.9346,70565609.1595,614822.54239,9332942.94583,3401887.43112,21423866.161,-4562.9955973,-106468.28862,469197.170766,17376531.127
33429,47616823.9346,70565609.1595,614822.54239,9332942.94583,3401887.43112,21423866.161,-4562.9955973,-106468.28862,469197.170766,17376531.127
334290,47616823.9346,70565609.1595,614822.54239,9332942.94583,3401887.43112,21423866.161,-4562.9955973,-106468.28862,469197.170766,17376531.127
3343,142850471.804,211696827.479,1844467.62717,27998828.8375,10205662.2934,64271598.483,-13688.9867919,-319404.865861,1407591.5123,52129593.381
33431,142850471.804,211696827.479,1844467.62717,27998828.8375,10205662.2934,64271598.483,-13688.9867919,-319404.865861,1407591.5123,52129593.381
334310,142850471.804,211696827.479,1844467.62717,27998828.8375,10205662.2934,64271598.483,-13688.9867919,-319404.865861,1407591.5123,52129593.381
3344,142850471.804,211696827.479,1844467.62717,27998828.8375,10205662.2934,64271598.483,-13688.9867919,-319404.865861,1407591.5123,52129593.381
33441,142850471.804,211696827.479,1844467.62717,27998828.8375,10205662.2934,64271598.483,-13688.9867919,-319404.865861,1407591.5123,52129593.381
334412,23808411.9673,35282804.5798,307411.271195,4666471.47292,1700943.71556,10711933.0805,-2281.49779865,-53234.1443102,234598.585383,8688265.5635
334413,23808411.9673,35282804.5798,307411.271195,4666471.47292,1700943.71556,10711933.0805,-2281.49779865,-53234.1443102,234598.585383,8688265.5635
334416,23808411.9673,35282804.5798,307411.271195,4666471.47292,1700943.71556,10711933.0805,-2281.49779865,-53234.1443102,234598.585383,8688265.5635
334417,23808411.9673,35282804.5798,307411.271195,4666471.47292,1700943.71556,10711933.0805,-2281.49779865,-53234.1443102,234598.585383,8688265.5635
334418,23808411.9673,35282804.5798,307411.271195,4666471.47292,1700943.71556,10711933.0805,-2281.49779865,-53234.1443102,234598.585383,8688265.5635
334419,23808411.9673,35282804.5798,307411.271195,4666471.47292,1700943.71556,10711933.0805,-2281.49779865,-53234.1443102,234598.585383,8688265.5635
3345,142850471.804,211696827.479,1844467.62717,27998828.8375,10205662.2934,64271598.483,-13688.9867919,-319404.865861,1407591.5123,52129593.381
33451,142850471.804,211696827.479,1844467.62717,27998828.8375,10205662.2934,64271598.483,-13688.9867919,-319404.865861,1407591.5123,52129593.381
334510,15872274.6449,23521869.7198,204940.847463,3110980.98194,1133962.47704,7141288.72033,-1520.99853243,-35489.4295401,156399.056922,5792177.04233
334511,15872274.6449,23521869.7198,204940.847463,3110980.98194,1133962.47704,7141288.72033,-1520.99853243,-35489.4295401,156399.056922,5792177.04233
334512,15872274.6449,23521869.7198,204940.847463,3110980.98194,1133962.47704,7141288.72033,-1520.99853243,-35489.4295401,156399.056922,5792177.04233
334513,15872274.6449,23521869.7198,204940.847463,3110980.98194,1133962.47704,7141288.72033,-1520.99853243,-35489.4295401,156399.056922,5792177.04233
334514,15872274.6449,23521869.7198,204940.847463,3110980.98194,1133962.47704,7141288.72033,-1520.99853243,-35489.4295401,156399.056922,5792177.04233
334515,15872274.6449,23521869.7198,204940.847463,3110980.98194,1133962.47704,7141288.72033,-1520.99853243,-35489.4295401,156399.056922,5792177.04233
334516,15872274.6449,23521869.7198,204940.847463,3110980.98194,1133962.47704,7141288.72033,-1520.99853243,-35489.4295401,156399.056922,5792177.04233
334517,15872274.6449,23521869.7198,204940.847463,3110980.98194,1133962.47704,7141288.72033,-1520.99853243,-35489.4295401,156399.056922,5792177.04233
334519,15872274.6449,23521869.7198,204940.847463,3110980.98194,1133962.47704,7141288.72033,-1520.99853243,-35489.4295401,156399.056922,5792177.04233
3346,142850471.804,211696827.479,1844467.62717,27998828.8375,10205662.2934,64271598.483,-13688.9867919,-319404.865861,1407591.5123,52129593.381
33461,142850471.804,211696827.479,1844467.62717,27998828.8375,10205662.2934,64271598.483,-13688.9867919,-319404.865861,1407591.5123,52129593.381
334613,71425235.9019,105848413.739,922233.813585,13999414.4187,5102831.14668,32135799.2415,-6844.49339595,-159702.432931,703795.756149,26064796.6905
334614,71425235.9019,105848413.739,922233.813585,13999414.4187,5102831.14668,32135799.2415,-6844.49339595,-159702.432931,703795.756149,26064796.6905
335,279963036.964,414890381.446,3614848.1133,54873022.4954,20001391.4816,125961585.388,-26828.1250095,-625980.1255,2758643.98354,102165285.801
3351,69990759.2409,103722595.362,903712.028324,13718255.6239,5000347.87039,31490396.3469,-6707.03125237,-156495.031375,689660.995885,25541321.4502
33511,34995379.6205,51861297.6808,451856.014162,6859127.81193,2500173.9352,15745198.1735,-3353.51562619,-78247.5156875,344830.497942,12770660.7251
335110,34995379.6205,51861297.6808,451856.014162,6859127.81193,2500173.9352,15745198.1735,-3353.51562619,-78247.5156875,344830.497942,12770660.7251
33512,34995379.6205,51861297.6808,451856.014162,6859127.81193,2500173.9352,15745198.1735,-3353.51562619,-78247.5156875,344830.497942,12770660.7251
335121,11665126.5402,17287099.2269,150618.671387,2286375.93731,833391.311732,5248399.39116,-1117.83854206,-26082.5052292,114943.499314,4256886.90837
335122,11665126.5402,17287099.2269,150618.671387,2286375.93731,833391.311732,5248399.39116,-1117.83854206,-26082.5052292,114943.499314,4256886.90837
335129,11665126.5402,17287099.2269,150618.671387,2286375.93731,833391.311732,5248399.39116,-1117.83854206,-26082.5052292,114943.499314,4256886.90837
3352,69990759.2409,103722595.362,903712.028324,13718255.6239,5000347.87039,31490396.3469,-6707.03125237,-156495.031375,689660.995885,25541321.4502
33521,34995379.6205,51861297.6808,451856.014162,6859127.81193,2500173.9352,15745198.1735,-3353.51562619,-78247.5156875,344830.497942,12770660.7251
335210,34995379.6205,51861297.6808,451856.014162,6859127.81193,2500173.9352,15745198.1735,-3353.51562619,-78247.5156875,344830.497942,12770660.7251
33522,34995379.6205,51861297.6808,451856.014162,6859127.81193,2500173.9352,15745198.1735,-3353.51562619,-78247.5156875,344830.497942,12770660.7251
335221,8748844.90512,12965324.4202,112964.003541,1714781.95298,625043.483799,3936299.54337,-838.378906547,-19561.8789219,86207.6244856,3192665.18128
335222,8748844.90512,12965324.4202,112964.003541,1714781.95298,625043.483799,3936299.54337,-838.378906547,-19561.8789219,86207.6244856,3192665.18128
335224,8748844.90512,12965324.4202,112964.003541,1714781.95298,625043.483799,3936299.54337,-838.378906547,-19561.8789219,86207.6244856,3192665.18128
335228,8748844.90512,12965324.4202,112964.003541,1714781.95298,625043.483799,3936299.54337,-838.378906547,-19561.8789219,86207.6244856,3192665.18128
3353,69990759.2409,103722595.362,903712.028324,13718255.6239,5000347.87039,31490396.3469,-6707.03125237,-156495.031375,689660.995885,25541321.4502
33531,69990759.2409,103722595.362,903712.028324,13718255.6239,5000347.87039,31490396.3469,-6707.03125237,-156495.031375,689660.995885,25541321.4502
335311,17497689.8102,25930648.8404,225928.007081,3429563.90596,1250086.9676,7872599.08673,-1676.75781309,-39123.7578437,172415.248971,6385330.36256
335312,17497689.8102,25930648.8404,225928.007081,3429563.90596,1250086.9676,7872599.08673,-1676.75781309,-39123.7578437,172415.248971,6385330.36256
335313,17497689.8102,25930648.8404,225928.007081,3429563.90596,1250086.9676,7872599.08673,-1676.75781309,-39123.7578437,172415.248971,6385330.36256
335314,17497689.8102,25930648.8404,225928.007081,3429563.90596,1250086.9676,7872599.08673,-1676.75781309,-39123.7578437,172415.248971,6385330.36256
3359,69990759.2409,103722595.362,903712.028324,13718255.6239,5000347.87039,31490396.3469,-6707.03125237,-156495.031375,689660.995885,25541321.4502
33591,17497689.8102,25930648.8404,225928.007081,3429563.90596,1250086.9676,7872599.08673,-1676.75781309,-39123.7578437,172415.248971,6385330.36256
335911,8748844.90512,12965324.4202,112964.003541,1714781.95298,625043.483799,3936299.54337,-838.378906547,-19561.8789219,86207.6244856,3192665.18128
335912,8748844.90512,12965324.4202,112964.003541,1714781.95298,625043.483799,3936299.54337,-838.378906547,-19561.8789219,86207.6244856,3192665.18128
33592,17497689.8102,25930648.8404,225928.007081,3429563.90596,1250086.9676,7872599.08673,-1676.75781309,-39123.7578437,172415.248971,6385330.36256
335921,8748844.90512,12965324.4202,112964.003541,1714781.95298,625043.483799,3936299.54337,-838.378906547,-19561.8789219,86207.6244856,3192665.18128
335929,8748844.90512,12965324.4202,112964.003541,1714781.95298,625043.483799,3936299.54337,-838.378906547,-19561.8789219,86207.6244856,3192665.18128
33593,17497689.8102,25930648.8404,225928.007081,3429563.90596,1250086.9676,7872599.08673,-1676.75781309,-39123.7578437,172415.248971,6385330.36256
335931,8748844.90512,12965324.4202,112964.003541,1714781.95298,625043.483799,3936299.54337,-838.378906547,-19561.8789219,86207.6244856,3192665.18128
335932,8748844.90512,12965324.4202,112964.003541,1714781.95298,625043.483799,3936299.54337,-838.378906547,-19561.8789219,86207.6244856,3192665.18128
33599,17497689.8102,25930648.8404,225928.007081,3429563.90596,1250086.9676,7872599.08673,-1676.75781309,-39123.7578437,172415.248971,6385330.36256
335991,8748844.90512,12965324.4202,112964.003541,1714781.95298,625043.483799,3936299.54337,-838.378906547,-19561.8789219,86207.6244856,3192665.18128
335999,8748844.90512,12965324.4202,112964.003541,1714781.95298,625043.483799,3936299.54337,-838.378906547,-19561.8789219,86207.6244856,3192665.18128
336,1209870043.58,1792963275.88,15621692.3912,237135683.473,86436711.9526,544347391.194,-115938.679357,-2705194.97835,11921576.3366,441510851.306
3361,172838577.654,256137610.84,2231670.3416,33876526.2105,12348101.7075,77763913.0278,-16562.6684796,-386456.425478,1703082.33379,63072978.7579
33611,86419288.8269,128068805.42,1115835.1708,16938263.1052,6174050.85376,38881956.5139,-8281.33423978,-193228.212739,851541.166897,31536489.379
336111,43209644.4134,64034402.71,557917.585401,8469131.55262,3087025.42688,19440978.2569,-4140.66711989,-96614.1063695,425770.583448,15768244.6895
336112,43209644.4134,64034402.71,557917.585401,8469131.55262,3087025.42688,19440978.2569,-4140.66711989,-96614.1063695,425770.583448,15768244.6895
33612,86419288.8269,128068805.42,1115835.1708,16938263.1052,6174050.85376,38881956.5139,-8281.33423978,-193228.212739,851541.166897,31536489.379
336120,86419288.8269,128068805.42,1115835.1708,16938263.1052,6174050.85376,38881956.5139,-8281.33423978,-193228.212739,851541.166897,31536489.379
3362,172838577.654,256137610.84,2231670.3416,33876526.2105,12348101.7075,77763913.0278,-16562.6684796,-386456.425478,1703082.33379,63072978.7579
33621,172838577.654,256137610.84,2231670.3416,33876526.2105,12348101.7075,77763913.0278,-16562.6684796,-386456.425478,1703082.33379,63072978.7579
336211,43209644.4134,64034402.71,557917.585401,8469131.55262,3087025.42688,19440978.2569,-4140.66711989,-96614.1063695,425770.583448,15768244.6895
336212,43209644.4134,64034402.71,557917.585401,8469131.55262,3087025.42688,19440978.2569,-4140.66711989,-96614.1063695,425770.583448,15768244.6895
336213,43209644.4134,64034402.71,557917.585401,8469131.55262,3087025.42688,19440978.2569,-4140.66711989,-96614.1063695,425770.583448,15768244.6895
336214,43209644.4134,64034402.71,557917.585401,8469131.55262,3087025.42688,19440978.2569,-4140.66711989,-96614.1063695,425770.583448,15768244.6895
3363,172838577.654,256137610.84,2231670.3416,33876526.2105,12348101.7075,77763913.0278,-16562.6684796,-386456.425478,1703082.33379,63072978.7579
33631,21604822.2067,32017201.355,278958.7927,4234565.77631,1543512.71344,9720489.12847,-2070.33355994,-48307.0531847,212885.291724,7884122.34474
336310,21604822.2067,32017201.355,278958.7927,4234565.77631,1543512.71344,9720489.12847,-2070.33355994,-48307.0531847,212885.291724,7884122.34474
33632,21604822.2067,32017201.355,278958.7927,4234565.77631,1543512.71344,9720489.12847,-2070.33355994,-48307.0531847,212885.291724,7884122.34474
336320,21604822.2067,32017201.355,278958.7927,4234565.77631,1543512.71344,9720489.12847,-2070.33355994,-48307.0531847,212885.291724,7884122.34474
33633,21604822.2067,32017201.355,278958.7927,4234565.77631,1543512.71344,9720489.12847,-2070.33355994,-48307.0531847,212885.291724,7884122.34474
